RealX,RealY,RoundedX,RoundedY,PredictedX,PredictedY,KalmanX,KalmanY
-1358.0832793724223,3943.766878223523,-1357,3944,-1365.8901,3918.194,-1354.9698042937473,3939.200572172622
-1343.0845651345155,3929.583204430593,-1342,3929,-1361.682,3870.4758,-1342.0717149283357,3920.225810106657
-1328.088403286107,3915.401940783952,-1327,3914,-1364.0128,3886.6357,-1331.742837253469,3903.7322218508366
-1313.092564898214,3901.2210107787205,-1312,3899,-1361.8247,3923.95,-1323.5186952047115,3894.65286585777
-1298.0964811501863,3887.0398399222095,-1297,3884,-1282.496,3889.918,-1304.3969177967106,3882.077638607882
-1283.100297290018,3872.8585706392487,-1282,3874,-1268.5675,3889.575,-1285.8737553291367,3871.775911139543
-1268.1040726081706,3858.677260926066,-1267,3859,-1271.0255,3881.9766,-1271.0545981731188,3862.149875802653
-1253.1078312753368,3844.495934560545,-1252,3844,-1244.102,3839.3752,-1253.9339586723913,3846.386618769807
-1238.1115830796477,3830.314601399753,-1237,3829,-1222.6554,3909.299,-1235.9337134131329,3847.182693810463
-1234.3625204879274,3826.7692675982657,-1232,3824,-1222.4377,3916.9648,-1230.5571768271075,3856.1817240307964
-1230.6134577566309,3823.223933673702,-1232,3824,-1222.4062,3906.8384,-1229.2941852492106,3864.031991269885
-1230.6132825016255,3823.223795879794,-1232,3824,-1222.4377,3916.9648,-1228.3107708536684,3871.625055032921
-1230.6121499455774,3823.223761729941,-1232,3824,-1222.4062,3906.8384,-1227.5142615518992,3876.37562952714
-1230.6108905373658,3823.223732586874,-1232,3824,-1222.4377,3916.9648,-1226.8621304775902,3881.5901591160555
-1230.6094797120172,3823.2237075257262,-1232,3824,-1222.4062,3906.8384,-1226.311616753315,3884.709661091437
-1230.6079038473424,3823.2236858669944,-1232,3824,-1222.4377,3916.9648,-1225.8477081932022,3888.5725316959515
-1230.6061595266583,3823.2236671072415,-1232,3824,-1222.4377,3916.9648,-1225.4494062986969,3891.8890485411134
-1230.604251835944,3823.223650856287,-1232,3824,-1222.4062,3906.8384,-1223.0502388060534,3889.512534230656
-1228.6337743703752,3818.386585586658,-1227,3819,-1217.0939,3878.16,-1222.378997777852,3888.2331838764135
-1228.6369167967619,3818.4017387782624,-1227,3819,-1217.0939,3878.16,-1221.7909556429945,3887.1124031019185
-1228.636299284422,3818.414849541832,-1227,3819,-1217.0939,3878.16,-1219.6320975726126,3881.897177143746
-1227.53241158461,3814.381691857341,-1227,3814,-1209.8513,3872.8826,-1218.5636717455482,3880.9124483567375
-1227.5290550898833,3814.427348935572,-1227,3814,-1205.5802,3874.1738,-1217.1546337602774,3880.1811345276246
-1227.5199770630268,3814.4620847364117,-1227,3814,-1205.5802,3874.1738,-1215.9050620038001,3879.532586736114
-1227.5078953507134,3814.487787760835,-1227,3814,-1205.5802,3874.1738,-1214.795045049787,3878.956470444578
